College_Name,State,Stream,UG_fee,PG_fee,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life,image
"ICFAI University, Baddi ",Himachal pradesh,Commerce,"31,400","45,000",8,9,7,8,8,8,8,"/images/ICFAI_University,_Baddi.png"
Manav Bharti University ,Himachal pradesh,Commerce,"30,000","50,000",6.2,5.3,4.7,6.7,7,6.3,7,/images/Manav_Bharti_University.png
"Bells Institute of Management & Technology, Shimla ",Himachal pradesh,Commerce,--,--,6.8,8,8,6,8,4,7,"/images/Bells_Institute_of_Management_&_Technology,_Shimla.png"
"Akal College of Economics, Commerce and Management, ",Himachal pradesh,Commerce,"63,000","55,000",--,--,--,--,--,--,--,"/images/Akal_College_of_Economics,_Commerce_and_Management,.png"
"GGDSD College, Palampur ",Himachal pradesh,Commerce,"15,190",--,--,--,--,--,--,--,--,"/images/GGDSD_College,_Palampur.png"
"Government Post Graduate College, Una ",Himachal pradesh,Commerce,--,--,8.6,9,8.3,8.3,9.5,7.5,8.7,"/images/Government_Post_Graduate_College,_Una.png"
"Lal Bahadur Shastri Government Degree College, Shimla ",Himachal pradesh,Commerce,--,--,--,--,--,--,--,--,--,"/images/Lal_Bahadur_Shastri_Government_Degree_College,_Shimla.png"
"MP Govt College, Una ",Himachal pradesh,Commerce,"3,125",--,4.5,5,3,7,5,3,4,"/images/MP_Govt_College,_Una.png"
"Pandit Sant Ram Government College, Kangra ",Himachal pradesh,Commerce,"2,068",--,7.8,9,7,9,7.7,5.3,8.5,"/images/Pandit_Sant_Ram_Government_College,_Kangra.png"
"Vallabh Government College, Mandi ",Himachal pradesh,Commerce,"2,340",--,7,8.4,6.7,8.1,6.9,3.8,8,"/images/Vallabh_Government_College,_Mandi.png"
Himachal Pradesh University ,Himachal pradesh,Commerce,"4,580",--,7.2,7.7,6.7,7.7,7.3,6.1,7.7,/images/Himachal_Pradesh_University.png
Swami Vivekanand Government College ,Himachal pradesh,Commerce,"2,434",--,8.1,8.7,8,9.5,8.3,5,9,/images/Swami_Vivekanand_Government_College.png
"Government College, Kangra ",Himachal pradesh,Commerce,"2,850",--,7.2,7.8,6.8,8,7.4,5.5,7.5,"/images/Government_College,_Kangra.png"
"Government Post Graduate College, Chamba ",Himachal pradesh,Commerce,"1,591",--,5.8,7.6,4.8,7.3,7,4,4.3,"/images/Government_Post_Graduate_College,_Chamba.png"
"University of Jammu, Jammu ",Jammu,Commerce,--,--,6.6,7.5,6.8,7.4,7.6,4.9,5.6,"/images/University_of_Jammu,_Jammu.png"
Sher-e-Kashmir University of Agricultural Sciences and Technology ,Jammu,Commerce,"60,000",--,7.4,8.4,7.4,7.7,8,5.9,7.2,/images/Sher-e-Kashmir_University_of_Agricultural_Sciences_and_Technology.png
"Government Degree College, Srinagar ",Jammu,Commerce,--,--,7.1,7.7,6.9,7.6,7,5.7,7.8,"/images/Government_Degree_College,_Srinagar.png"
Model Institute of Engineering and Technology ,Jammu,Commerce,"58,500",--,7.7,8.1,6.8,8.1,8,7.2,8,/images/Model_Institute_of_Engineering_and_Technology.png
Baldev Institute of Management Technology and Sciences ,Jammu,Commerce,--,--,--,--,--,--,--,--,--,/images/Baldev_Institute_of_Management_Technology_and_Sciences.png
Government College for Women ,Jammu,Commerce,"29,510",--,7.5,8.6,7.8,8.4,8.2,3.7,8.1,/images/Government_College_for_Women.png
"Government College for Women, Srinagar ",Jammu,Commerce,"4,536",--,6.8,7,7,7,8,3.5,8.5,"/images/Government_College_for_Women,_Srinagar.png"
"Government Degree College for Boys, Anantnag ",Jammu,Commerce,--,--,6.1,6.9,5.1,6.6,6.9,4.6,6.2,"/images/Government_Degree_College_for_Boys,_Anantnag.png"
"Government Degree College for Boys, Udhampur ",Jammu,Commerce,"6,170",--,6.6,6.7,5.7,7,6.7,5.3,8,"/images/Government_Degree_College_for_Boys,_Udhampur.png"
"Government Degree College, Doda ",Jammu,Commerce,--,--,6.7,--,--,--,--,--,--,"/images/Government_Degree_College,_Doda.png"
"Government Degree College, Kathua ",Jammu,Commerce,--,--,6.3,7,6.1,7.3,6.4,4.9,6.3,"/images/Government_Degree_College,_Kathua.png"
Sri Pratap Memorial Rajput College of Commerce ,Jammu,Commerce,"5,335",--,6.9,7.6,6.2,8.1,5.6,5.7,8.2,/images/Sri_Pratap_Memorial_Rajput_College_of_Commerce.png
Sant Rocha Singh Degree College ,Jammu,Commerce,--,--,--,--,--,--,--,--,--,/images/Sant_Rocha_Singh_Degree_College.png
Central University of Kashmir ,Jammu,Commerce,--,--,7.8,8.2,7.8,8.4,7.2,7.4,7.6,/images/Central_University_of_Kashmir.png
University of Kashmir ,Jammu,Commerce,"18,000","9,350",6.7,7,6.9,7.1,7.2,5.1,6.8,/images/University_of_Kashmir.png
"Gandhi Memorial College, Srinagar ",Jammu,Commerce,--,--,5.6,6.7,4.4,7.9,5.7,3.3,5.6,"/images/Gandhi_Memorial_College,_Srinagar.png"
"Government Degree College, Baramulla ",Jammu,Commerce,"2,644",--,7.4,8.2,6.4,8.4,8,6.3,7.3,"/images/Government_Degree_College,_Baramulla.png"
Government Degree College ,Jammu,Commerce,--,--,7.2,8.4,5.4,8.4,8.4,4.7,7.9,/images/Government_Degree_College.png
Government Degree College Pulwama ,Jammu,Commerce,"2,635",--,6.8,6.5,6,8,6.5,6.6,7.4,/images/Government_Degree_College_Pulwama.png
"Islamia College of Science and Commerce, Srinagar ",Jammu,Commerce,"6,480","14,780",7.3,8.1,7.2,7.8,7.7,5.7,7.5,"/images/Islamia_College_of_Science_and_Commerce,_Srinagar.png"
Sher-e-Kashmir University of Agricultural Sciences and Technology ,Jammu,Commerce,"54,366",--,7.7,8.4,7,8.4,7.4,7,7.9,/images/Sher-e-Kashmir_University_of_Agricultural_Sciences_and_Technology.png
"Directorate of Distance Education, University of Jammu, ",Jammu,Commerce,"6,405","7,290",7.4,8,6.6,8.4,7.6,6.4,7.6,"/images/Directorate_of_Distance_Education,_University_of_Jammu,.png"
"Government Degree College For Women, Baramulla ",Jammu,Commerce,"5,970",--,--,--,--,--,--,--,--,"/images/Government_Degree_College_For_Women,_Baramulla.png"
"Cluster University of Jammu, Jammu ",Jammu,Commerce,"36,380","35,680",8.5,8,--,--,--,--,--,"/images/Cluster_University_of_Jammu,_Jammu.png"
Cluster University of Srinagar ,Jammu,Commerce,"24,780",--,8.2,8.7,8.3,8.1,8.3,7.2,8.5,/images/Cluster_University_of_Srinagar.png
"Directorate of Distance Education, University Of Kashmir, ",Jammu,Commerce,"4,675",--,--,--,--,--,--,--,--,"/images/Directorate_of_Distance_Education,_University_Of_Kashmir,.png"
"University of Ladakh, Ladakh ",Jammu,Commerce,"21,050",--,--,--,--,--,--,--,--,"/images/University_of_Ladakh,_Ladakh.png"
Mehr Chand Mahajan Dayanand Anglo Vedic College ,Chandigarh,Commerce,"23,930","24,940",8.2,8.4,8,8.5,8.2,7.6,8.4,/images/Mehr_Chand_Mahajan_Dayanand_Anglo_Vedic_College.png
Panjab University ,Chandigarh,Commerce,"8,410","9,975",7.7,8.2,7.7,8,7.7,6.5,8.2,/images/Panjab_University.png
"University Business School, Panjab University ",Chandigarh,Commerce,"50,275",--,8.3,8.1,8.4,8.4,7.9,8.1,8.7,"/images/University_Business_School,_Panjab_University.png"
"University School of Business, Chandigarh University ",Chandigarh,Commerce,"1,05,000","60,000",9.1,9.1,8.8,9.1,9.2,9.3,8.9,"/images/University_School_of_Business,_Chandigarh_University.png"
DAV College ,Chandigarh,Commerce,"21,985","21,970",8,8.4,7.4,8.3,8,6.8,8.8,/images/DAV_College.png
Goswami Ganesh Dutt Sanatan Dharama College ,Chandigarh,Commerce,"24,500",--,8.1,8.6,7.6,8.5,8.1,7.1,8.8,/images/Goswami_Ganesh_Dutt_Sanatan_Dharama_College.png
"Post Graduate Government College, Chandigarh ",Chandigarh,Commerce,"20,110","21,200",7.7,8.4,7.3,8.4,7.4,6.5,7.9,"/images/Post_Graduate_Government_College,_Chandigarh.png"
"Post Graduate Government College for Girls, Chandigarh ",Chandigarh,Commerce,"20,110","21,200",8.1,8.6,8.4,8.9,8.2,6.1,8.5,"/images/Post_Graduate_Government_College_for_Girls,_Chandigarh.png"
"Guru Gobind Singh College for Women, Chandigarh ",Chandigarh,Commerce,"38,159","51,444",6.5,7.5,5.5,8.3,6,3.7,8,"/images/Guru_Gobind_Singh_College_for_Women,_Chandigarh.png"
"IITT Institutions, Chandigarh ",Chandigarh,Commerce,"46,850","38,850",--,--,--,--,--,--,--,"/images/IITT_Institutions,_Chandigarh.png"
"Dev Samaj College for Women, Chandigarh ",Chandigarh,Commerce,"24,240","24,760",8.3,8.3,8.7,9.4,8.3,6.5,8.4,"/images/Dev_Samaj_College_for_Women,_Chandigarh.png"
"Government College of Commerce and Business Administration, ",Chandigarh,Commerce,--,--,8.2,8.9,6.7,8.8,8.7,7.4,8.9,"/images/Government_College_of_Commerce_and_Business_Administration,.png"
"Artex Informatic Solutions, Chandigarh ",Chandigarh,Commerce,--,--,--,--,--,--,--,--,--,"/images/Artex_Informatic_Solutions,_Chandigarh.png"
"UEI Global, Chandigarh ",Chandigarh,Commerce,"35,000",--,8.3,8.2,8.3,8.3,8.5,8.5,8.2,"/images/UEI_Global,_Chandigarh.png"
Sri Guru Gobind Singh College ,Chandigarh,Commerce,"24,745","21,970",7.9,8.3,7.5,8.6,7.5,6.8,8.4,/images/Sri_Guru_Gobind_Singh_College.png
"PG Government College for Girls, Chandigarh ",Chandigarh,Commerce,"21,985","21,970",8.1,7.7,7.4,8.9,8.3,8.2,8,"/images/PG_Government_College_for_Girls,_Chandigarh.png"
"University School of Open Learning, Panjab University ",Chandigarh,Commerce,"15,690","16,775",7.8,8.6,6.5,8.6,7.9,7.2,8.2,"/images/University_School_of_Open_Learning,_Panjab_University.png"
"Institute of Distance & Online Learning, Chandigarh ",Chandigarh,Commerce,"20,400","20,400",--,--,--,--,--,--,--,"/images/Institute_of_Distance_&_Online_Learning,_Chandigarh.png"
Swami Vivekanand College of Management and Technology ,Chandigarh,Commerce,"32,000",--,8.3,9,8,--,8,8,--,/images/Swami_Vivekanand_College_of_Management_and_Technology.png
Swami Vivekanand Group Of Institutes ,Chandigarh,Commerce,"36,000","30,000",8.5,9,7.8,--,9,8.1,--,/images/Swami_Vivekanand_Group_Of_Institutes.png
Arya Vidyapeeth College ,Assam,Arts,"5,250","7,000",7.1,7.7,6.5,8.7,7,5,7.4,/images/Arya_Vidyapeeth_College.png
"Dispur College, Guwahati ",Assam,Arts,"8,890",--,6.1,6.9,4.6,7.4,6.3,4.5,7,"/images/Dispur_College,_Guwahati.png"
"Guwahati College, Guwahati ",Assam,Arts,--,--,6.8,7.1,5.8,7.8,6.6,5.9,7.3,"/images/Guwahati_College,_Guwahati.png"
"B. Borooah College, Guwahati ",Assam,Arts,"5,840",--,7.6,8.2,7.3,8.6,7.5,5.8,8.2,"/images/B._Borooah_College,_Guwahati.png"
"Handique Girls College, Guwahati ",Assam,Arts,"5,150",--,7.8,8.7,7,8.5,8.2,6.2,8.1,"/images/Handique_Girls_College,_Guwahati.png"
"Lalit Chandra Bharali College, Guwahati ",Assam,Arts,"5,060",--,7.1,7.5,6.8,7.8,8.3,5.2,6.8,"/images/Lalit_Chandra_Bharali_College,_Guwahati.png"
"Pragjyotish College, Guwahati ",Assam,Arts,"24,000","12,270",6.5,7.3,5.8,7.6,7.3,4.3,6.9,"/images/Pragjyotish_College,_Guwahati.png"
Indian Institute of Technology Guwahati,Assam,Arts,"18,150","30,350",8.6,8.6,8.2,8.1,9.1,8.4,8.9,/images/Indian_Institute_of_Technology_Guwahati.png
National Institute of Technology Silchar,Assam,Arts,"35,240",--,8.1,8.1,7.6,7.7,8.3,8.2,8.7,/images/National_Institute_of_Technology_Silchar.png
"Dibrugarh University, Dibrugarh ",Assam,Arts,"20,780","6,000",7.8,7.9,7.7,8,8.4,6.5,8.2,"/images/Dibrugarh_University,_Dibrugarh.png"
Tezpur University ,Assam,Arts,"50,186","39,186",8,8.2,8,7.9,8.8,6.7,8.5,/images/Tezpur_University.png
Royal Global University ,Assam,Arts,"66,000","66,000",7.6,7.8,6.6,8,9,6.5,7.7,/images/Royal_Global_University.png
Dibrugarh Hanumanbux Surajmal Kanoi College ,Assam,Arts,--,--,8,8.6,7.5,8.8,9.2,5.3,8.5,/images/Dibrugarh_Hanumanbux_Surajmal_Kanoi_College.png
Assam Don Bosco University ,Assam,Arts,"93,000","94,000",7.8,8.3,7.8,8.1,8.8,6.4,7.3,/images/Assam_Don_Bosco_University.png
Gauhati University ,Assam,Arts,"14,090","11,090",8.2,8.4,7.5,8.7,8.4,7.2,8.7,/images/Gauhati_University.png
Indian Institute of Information Technology Assam,Assam,Arts,"10,000",--,7.6,8.6,7,7.9,7.9,7.5,6.5,/images/Indian_Institute_of_Information_Technology_Assam.png
Assam Down Town University ,Assam,Arts,"90,000","60,000",8.2,8.4,7.6,8.4,8.2,7.8,8.6,/images/Assam_Down_Town_University.png
Central Institute of Technology ,Assam,Arts,--,--,7,7.4,5.5,7.7,8.2,5.3,8,/images/Central_Institute_of_Technology.png
NERIM Group of Institutions ,Assam,Arts,"65,200","65,200",7.1,7.7,6.1,7.5,7.8,6.9,6.6,/images/NERIM_Group_of_Institutions.png
"Assam Women's University, Jorhat ",Assam,Arts,"16,918","10,386",7.7,8.3,7.3,8.2,6.7,7.5,8.3,"/images/Assam_Women's_University,_Jorhat.png"
Asian Institute of Management and Technology ,Assam,Arts,"82,000",--,8.2,7.5,8,8.5,8.5,8.1,8.3,/images/Asian_Institute_of_Management_and_Technology.png
Tata Institute of Social Sciences ,Assam,Arts,"36,900","58,000",7.7,9,7.7,8.3,7,8,6.3,/images/Tata_Institute_of_Social_Sciences.png
Assam Rajiv Gandhi University of Cooperative Management ,Assam,Arts,"62,000",--,8.4,9,7.5,9,8.5,8,8.5,/images/Assam_Rajiv_Gandhi_University_of_Cooperative_Management.png
Anandaram Dhekial Phookan College ,Assam,Arts,--,--,8.2,9,7.2,8.8,9.2,6.2,8.6,/images/Anandaram_Dhekial_Phookan_College.png
Baosi Banikanta Kakati College ,Assam,Arts,--,--,8.7,9,9,--,--,--,--,/images/Baosi_Banikanta_Kakati_College.png
"BH College, Barpeta ",Assam,Arts,--,--,7.2,7.7,6.6,8.4,7.9,4.4,7.9,"/images/BH_College,_Barpeta.png"
"Bimala Prasad Chaliha College, Kamrup ",Assam,Arts,--,--,--,--,--,--,--,--,--,"/images/Bimala_Prasad_Chaliha_College,_Kamrup.png"
"Bagadhar Barahma Kishan College, Baksa ",Assam,Arts,"4,080",--,--,--,--,--,--,--,--,"/images/Bagadhar_Barahma_Kishan_College,_Baksa.png"
"Bahona College, Jorhat ",Assam,Arts,--,--,8.3,8.7,8,8.7,8.3,8.3,7.7,"/images/Bahona_College,_Jorhat.png"
"Bhattadev University, Pathsala ",Assam,Arts,"5,210","19,700",7.2,7.3,5.9,7.5,7.7,7.2,7.8,"/images/Bhattadev_University,_Pathsala.png"
"Magadh Mahila College, Patna ",Bihar,Arts,"6,257","12,500",7.8,8.5,7.3,9,8,6.1,7.8,"/images/Magadh_Mahila_College,_Patna.png"
Anugrah Narayan College ,Bihar,Arts,"30,000",--,6.8,7.5,5.4,7.5,7.7,5.5,7.4,/images/Anugrah_Narayan_College.png
Patna Women's College ,Bihar,Arts,"31,150",--,7.8,8.3,7.3,8.2,8.6,6.2,8.1,/images/Patna_Women's_College.png
Ram Krishna Dwarika College ,Bihar,Arts,"2,500",--,6.9,7.8,6.1,7.7,7,5.1,7.6,/images/Ram_Krishna_Dwarika_College.png
Ram Lakhan Singh Yadav College ,Bihar,Arts,--,--,--,--,--,--,--,--,--,/images/Ram_Lakhan_Singh_Yadav_College.png
"College of Commerce, Arts & Science, Patna ",Bihar,Arts,--,--,6.9,7.9,4.7,8.1,7.6,5.6,7.3,"/images/College_of_Commerce,_Arts_&_Science,_Patna.png"
Patna University ,Bihar,Arts,"8,200","6,620",7,7.6,6.2,8.2,7.3,5.1,7.4,/images/Patna_University.png
"Patna College, Patna ",Bihar,Arts,"1,858",--,6.3,7.5,5.3,7.3,6.5,4.6,6.4,"/images/Patna_College,_Patna.png"
Nalanda Open University ,Bihar,Arts,"2,400","4,400",7.3,9,5.8,8.3,7.2,5.4,7.8,/images/Nalanda_Open_University.png
"Bihar National College, Patna ",Bihar,Arts,--,--,6.3,7.7,5.6,7.6,5.8,4.3,6.9,"/images/Bihar_National_College,_Patna.png"
Indian Institute of Technology Patna,Bihar,Arts,"23,168",--,8,8.4,7.1,8.1,8.2,7.9,8.2,/images/Indian_Institute_of_Technology_Patna.png
"Gaya College, Gaya ",Bihar,Arts,"20,000","25,000",7.1,7.8,6,7.8,7.7,5.6,7.8,"/images/Gaya_College,_Gaya.png"
"T.N.B. College, Bhagalpur ",Bihar,Arts,"1,130",--,6.9,7.6,6.5,8.1,7,4.2,7.9,"/images/T.N.B._College,_Bhagalpur.png"
National Institute of Technology Patna,Bihar,Arts,"56,300",--,7.7,7.9,6.9,7.9,7.3,8,8,/images/National_Institute_of_Technology_Patna.png
Tilka Manjhi Bhagalpur University ,Bihar,Arts,"2,550",--,7.5,7.7,6.8,8.1,7.6,6.4,8.1,/images/Tilka_Manjhi_Bhagalpur_University.png
"Maltidhari College, Patna ",Bihar,Arts,"7,000",--,8.3,9,9,7,8,7,--,"/images/Maltidhari_College,_Patna.png"
Magadh University ,Bihar,Arts,"6,193",--,6,7.1,5,6.9,6.4,4.7,5.8,/images/Magadh_University.png
"St Xavier's College of Education, Patna ",Bihar,Arts,"5,000","5,000",7.8,8,8,8,7,8,8,"/images/St_Xavier's_College_of_Education,_Patna.png"
"Amity University, Patna ",Bihar,Arts,"72,000",--,7.8,8.5,7.2,7.8,7.7,7.8,7.9,"/images/Amity_University,_Patna.png"
Aryabhatta Knowledge University ,Bihar,Arts,--,--,8,8.7,7.1,8.1,8.3,7.6,8.1,/images/Aryabhatta_Knowledge_University.png
Gopal Narayan Singh University ,Bihar,Arts,"10,000","12,000",8.5,8.6,8.6,8.2,8.9,8.1,8.4,/images/Gopal_Narayan_Singh_University.png
Anugrah Memorial College ,Bihar,Arts,"2,524",--,6.4,7.3,4,9,8,4.3,5.7,/images/Anugrah_Memorial_College.png
Anugrah Narayan Singh College ,Bihar,Arts,--,--,5.8,5,5,6,7.5,5,6,/images/Anugrah_Narayan_Singh_College.png
"B.M.D. College, Vaishali ",Bihar,Arts,--,--,7.6,8.7,8,8.3,6.7,7.3,6.7,"/images/B.M.D._College,_Vaishali.png"
"Bhola Prasad Singh College, Gopalganj ",Bihar,Arts,--,--,--,--,--,--,--,--,--,"/images/Bhola_Prasad_Singh_College,_Gopalganj.png"
Bhuwaneshwari Dayal College ,Bihar,Arts,--,--,7.2,8.2,6.3,8.4,7.6,5.3,7.1,/images/Bhuwaneshwari_Dayal_College.png
"Bindeshwar Singh College , Patna ",Bihar,Arts,--,--,8.4,9.3,8.7,9.7,8.5,7.8,6.3,"/images/Bindeshwar_Singh_College_,_Patna.png"
"D.K. College, Buxar ",Bihar,Arts,--,--,7.7,8.3,7,8.7,8.7,6.7,7,"/images/D.K._College,_Buxar.png"
"Daudnagar College, Aurangabad ",Bihar,Arts,"2,700",--,5.4,7,2,9,5,2.5,7,"/images/Daudnagar_College,_Aurangabad.png"
Government Jamuna Prasad Verma Post Graduate Arts ,Chhattisgarh,Arts,"1,263","1,178",5.3,6,3,8,5,3,7,/images/Government_Jamuna_Prasad_Verma_Post_Graduate_Arts.png
"Government Mahaprabhu Vallabhacharya Post Graduate College, Mahasamund ",Chhattisgarh,Arts,"1,111","1,231",--,--,--,--,--,--,--,"/images/Government_Mahaprabhu_Vallabhacharya_Post_Graduate_College,_Mahasamund.png"
National Institute of Technology Raipur,Chhattisgarh,Arts,"28,000",--,7.4,7.8,6.4,7.5,7,7.7,8.1,/images/National_Institute_of_Technology_Raipur.png
"Mahant Laxminarayan Das College, Raipur ",Chhattisgarh,Arts,--,--,6.6,7,4,7.5,7,7,7,"/images/Mahant_Laxminarayan_Das_College,_Raipur.png"
Pt. Ravishankar Shukla University ,Chhattisgarh,Arts,"5,970","17,050",6.1,7,4.8,6.8,6.8,4.1,6.8,/images/Pt._Ravishankar_Shukla_University.png
"Kushabhau Thakre Patrakarita Avam Jansanchar Vishwavidyalaya, Raipur ",Chhattisgarh,Arts,"20,400","18,200",7,7.3,7,7,7,6.3,7.3,"/images/Kushabhau_Thakre_Patrakarita_Avam_Jansanchar_Vishwavidyalaya,_Raipur.png"
"MATS University, Raipur ",Chhattisgarh,Arts,"35,000","15,000",7.4,7.4,7,7.8,7.4,7.2,7.4,"/images/MATS_University,_Raipur.png"
Indian Institute of Technology Bhilai,Chhattisgarh,Arts,"40,300",--,7.7,8.1,6.6,7.8,7,7.6,8.8,/images/Indian_Institute_of_Technology_Bhilai.png
"Amity University, Raipur ",Chhattisgarh,Arts,"50,000","50,000",7.8,7.8,8.3,8,8,6.3,8.2,"/images/Amity_University,_Raipur.png"
International Institute of Information Technology ,Chhattisgarh,Arts,"80,150",--,8.2,8.1,8.6,7.6,8.7,7.6,8.6,/images/International_Institute_of_Information_Technology.png
"ITM University, Raipur ",Chhattisgarh,Arts,"74,000",--,7.4,8,6.4,7,8.3,7.2,7.6,"/images/ITM_University,_Raipur.png"
"ICFAI University, Raipur ",Chhattisgarh,Arts,"45,000","27,000",8.6,8.6,8.4,8.8,8.8,8.6,8.4,"/images/ICFAI_University,_Raipur.png"
Shri Rawatpura Sarkar University ,Chhattisgarh,Arts,"17,700","20,200",8.5,9,8,8.5,8.5,8.5,8.5,/images/Shri_Rawatpura_Sarkar_University.png
Maharishi University of Management and Technology Bilaspur ,Chhattisgarh,Arts,"9,000","11,000",6.4,7.5,7,6,7.5,5.3,5,/images/Maharishi_University_of_Management_and_Technology_Bilaspur.png
AAFT University of Media and Arts ,Chhattisgarh,Arts,"2,80,000","2,80,000",--,--,--,--,--,--,--,/images/AAFT_University_of_Media_and_Arts.png
"Rungta Group of Institutions Bhilai Campus, Bhilai ",Chhattisgarh,Arts,"17,000",--,8.6,9.1,8.7,7.9,9.2,9.1,7.6,"/images/Rungta_Group_of_Institutions_Bhilai_Campus,_Bhilai.png"
"ISBM University, Raipur ",Chhattisgarh,Arts,"16,900","17,900",--,--,--,--,--,--,--,"/images/ISBM_University,_Raipur.png"
"Disha College of Management Studies- [DCMS], Raipur ",Chhattisgarh,Arts,--,--,8,8,8,8.3,8.3,7.3,8,"/images/Disha_College_of_Management_Studies-_[DCMS],_Raipur.png"
OP Jindal University School Of Engineering ,Chhattisgarh,Arts,"1,00,000",--,6.7,7.1,6.4,7,7.1,6.1,6.6,/images/OP_Jindal_University_School_Of_Engineering.png
"MATS School of Business Studies, Raipur ",Chhattisgarh,Arts,"25,000",--,7.3,8.2,5.4,--,8.1,7.5,--,"/images/MATS_School_of_Business_Studies,_Raipur.png"
"Christ College, Bastar ",Chhattisgarh,Arts,--,--,7.7,--,--,9,--,5,9,"/images/Christ_College,_Bastar.png"
"D.L.S. P.G. College, Bilaspur ",Chhattisgarh,Arts,"6,000","5,000",--,--,--,--,--,--,--,"/images/D.L.S._P.G._College,_Bilaspur.png"
"Durga Mahavidyalaya, Raipur ",Chhattisgarh,Arts,--,--,4.7,5,4,5.3,4.3,3,6.3,"/images/Durga_Mahavidyalaya,_Raipur.png"
"Ghanshyam Singh Arya Kanya Mahavidyalaya, Durg ",Chhattisgarh,Arts,"3,300",--,--,--,--,--,--,--,--,"/images/Ghanshyam_Singh_Arya_Kanya_Mahavidyalaya,_Durg.png"
"Government DB Girl's Post Graduate College, Raipur ",Chhattisgarh,Arts,"1,780","1,852",3.9,6,--,4,4,2.5,3,"/images/Government_DB_Girl's_Post_Graduate_College,_Raipur.png"
"Government Digvijay Autonomous College, Rajnandgaon ",Chhattisgarh,Arts,--,--,--,--,--,--,--,--,--,"/images/Government_Digvijay_Autonomous_College,_Rajnandgaon.png"
"Government Maharishi Valmiki College, Kanker ",Chhattisgarh,Arts,713,773,--,--,--,--,--,--,--,"/images/Government_Maharishi_Valmiki_College,_Kanker.png"
"Government Ram Bhajan Rai NES College, Jashpur ",Chhattisgarh,Arts,--,--,--,--,--,--,--,--,--,"/images/Government_Ram_Bhajan_Rai_NES_College,_Jashpur.png"
"Government Shahid Kaushal Yadav College, Balod ",Chhattisgarh,Arts,--,--,--,--,--,--,--,--,--,"/images/Government_Shahid_Kaushal_Yadav_College,_Balod.png"
"Ranchi University, Ranchi ",Jharkhand,Arts,"2,850","2,350",7.5,7.9,6.8,8,8.3,6.2,7.8,"/images/Ranchi_University,_Ranchi.png"
St. Xavier's College ,Jharkhand,Arts,"24,300","32,300",8,8.5,7.5,8.3,8.4,6.9,8.2,/images/St._Xavier's_College.png
Central University of Jharkhand ,Jharkhand,Arts,"22,320","23,720",7.5,8.3,7.5,8.5,7.2,5.3,8.1,/images/Central_University_of_Jharkhand.png
"Sai Nath University, Ranchi ",Jharkhand,Arts,"58,000",--,6.8,7.4,6.7,6.8,6.9,6.9,6.3,"/images/Sai_Nath_University,_Ranchi.png"
"Ranchi Women's College, Ranchi ",Jharkhand,Arts,"2,350","2,850",7.4,8,7,8.1,7.1,6.9,7.5,"/images/Ranchi_Women's_College,_Ranchi.png"
"Nirmala College, Ranchi ",Jharkhand,Arts,"16,500",--,8.5,9.2,8.1,8.9,8.7,7.3,8.8,"/images/Nirmala_College,_Ranchi.png"
Doranda College ,Jharkhand,Arts,--,--,6.3,6.8,5.3,7.3,6.7,5,6.5,/images/Doranda_College.png
"Marwari College, Ranchi ",Jharkhand,Arts,"7,455",--,6.9,8.1,5.2,7.9,6.8,6.9,6.7,"/images/Marwari_College,_Ranchi.png"
